integration_step,coord0,coord1,coord2,coord3,exec_time
103,-4,9,-8,0,17771
103,-4,10,-8,0,17328
103,-4,9,-7,0,20266
103,-4,9,-7,1,21146
103,-4,9,-7,2,22021
103,-4,9,-8,2,24767
103,-3,9,-7,2,39466
103,-3,9,-8,2,40599
104,-4,9,-6,0,14844
104,-4,9,-7,0,15788
104,-4,9,-8,0,18726
104,-4,9,-7,2,22359
104,-4,10,-8,2,23774
104,-4,9,-8,2,24951
104,-3,9,-7,0,26593
104,-3,9,-8,0,28867
105,-4,9,-8,0,19188
105,-4,9,-7,0,19616
105,-4,9,-8,1,21967
105,-4,9,-7,2,25084
105,-4,10,-8,2,25283
105,-4,10,-7,2,25250
105,-4,9,-8,2,26206
105,-3,9,-7,0,30520
106,-4,9,-7,0,19686
106,-4,9,-8,0,20834
106,-4,9,-7,1,21683
106,-4,9,-8,1,23509
106,-4,9,-7,2,24427
106,-4,9,-8,2,25868
106,-3,9,-8,0,28635
106,-3,9,-8,1,38248
107,-4,9,-6,0,15830
107,-4,9,-7,0,18128
107,-4,9,-8,0,19996
107,-4,9,-8,1,20790
107,-4,9,-7,1,23245
107,-4,9,-7,2,23473
107,-3,9,-8,0,28670
107,-3,9,-7,1,33725
108,-4,9,-6,0,15833
108,-4,9,-7,0,17254
108,-4,10,-8,0,18790
108,-4,9,-8,0,19363
108,-4,10,-8,1,21223
108,-4,9,-8,1,22803
108,-4,9,-7,2,23066
108,-4,10,-7,2,24536
109,-4,9,-7,0,18072
109,-4,9,-7,1,19615
109,-4,9,-8,0,19932
109,-4,10,-8,0,21105
109,-4,9,-8,1,22476
109,-4,9,-7,2,24050
109,-4,10,-7,2,24210
109,-3,9,-7,0,29390
110,-4,9,-7,0,18646
110,-4,9,-8,0,19545
110,-4,9,-7,1,21817
110,-4,10,-7,0,22776
110,-4,10,-8,1,23244
110,-4,9,-8,1,25272
110,-4,9,-7,2,24847
110,-4,9,-8,2,27863
111,-4,9,-8,0,19995
111,-4,9,-8,1,24565
111,-4,9,-7,1,25037
111,-4,9,-7,0,25449
111,-4,9,-8,2,28426
111,-3,9,-7,0,29843
111,-3,9,-8,0,31006
111,-3,9,-8,1,37468
112,-4,9,-8,0,19849
112,-4,9,-7,0,20816
112,-4,9,-8,1,23566
112,-4,9,-7,1,23545
112,-4,9,-8,2,28377
112,-4,10,-8,2,28159
112,-3,9,-8,0,29610
112,-4,9,-7,2,30194
113,-4,9,-6,0,17261
113,-4,9,-7,0,19211
113,-4,9,-8,0,20400
113,-4,9,-8,1,24490
113,-4,9,-7,2,24630
113,-4,9,-7,1,26410
113,-4,9,-8,2,26698
113,-3,9,-8,1,40928
114,-4,9,-6,0,18752
114,-4,9,-7,0,19635
114,-4,9,-8,0,21330
114,-4,9,-8,1,24135
114,-4,9,-7,2,25632
114,-4,10,-8,2,27857
114,-4,9,-8,2,28450
114,-3,9,-8,1,38596
115,-4,9,-7,0,19132
115,-4,9,-8,0,21211
115,-4,9,-8,1,26507
115,-4,10,-8,2,27739
115,-4,9,-8,2,29019
115,-3,9,-8,0,33117
115,-3,9,-7,0,35909
115,-3,9,-8,1,40524
116,-4,9,-6,0,17930
116,-4,9,-7,0,19806
116,-4,9,-8,0,24557
116,-4,9,-8,1,26607
116,-4,9,-8,2,27447
116,-4,9,-7,2,28416
116,-3,9,-8,0,31616
116,-3,9,-8,1,41212
117,-4,9,-7,0,20330
117,-4,9,-8,0,21302
117,-4,9,-8,1,26035
117,-4,10,-8,1,27022
117,-4,9,-8,2,31820
117,-3,9,-8,0,33072
117,-3,9,-7,0,33072
117,-3,9,-8,1,43818
118,-4,10,-7,0,19940
118,-4,9,-7,0,21774
118,-4,9,-8,0,22490
118,-4,10,-8,0,22084
118,-4,9,-8,1,27105
118,-4,9,-7,2,29404
118,-4,9,-8,2,30207
118,-3,9,-8,2,57105
119,-4,9,-7,0,21122
119,-4,9,-8,0,22599
119,-4,9,-8,1,27505
119,-4,10,-8,1,27527
119,-4,9,-8,2,33039
119,-3,9,-7,0,37438
119,-3,9,-8,1,44771
119,-3,9,-8,2,54311
120,-4,9,-6,0,21050
120,-4,9,-7,0,21206
120,-4,9,-8,0,22832
120,-4,9,-8,1,26193
120,-4,10,-8,0,26234
120,-4,9,-8,2,30550
120,-4,10,-8,2,34145
120,-3,9,-8,1,43070
121,-4,9,-7,0,18107
121,-4,9,-8,0,18437
121,-4,9,-7,1,25116
121,-4,9,-8,1,27132
121,-4,9,-7,2,25395
121,-4,9,-8,2,32682
121,-3,9,-7,0,30427
121,-3,9,-8,1,40934
122,-4,10,-7,0,21361
122,-4,9,-8,0,24280
122,-4,9,-7,0,25410
122,-4,9,-8,1,27490
122,-4,10,-8,1,27347
122,-4,9,-7,2,30921
122,-4,9,-8,2,31933
122,-3,9,-8,0,42119
123,-4,9,-8,0,22890
123,-4,9,-8,1,28016
123,-4,9,-7,0,27759
123,-4,10,-8,1,29079
123,-4,9,-7,2,31978
123,-4,9,-8,2,33623
123,-4,10,-8,2,33726
123,-3,9,-8,0,42180
124,-4,9,-8,0,24897
124,-4,9,-7,0,25547
124,-4,10,-7,0,26645
124,-4,9,-8,1,29175
124,-4,9,-7,1,29853
124,-4,9,-8,2,36038
124,-3,9,-8,0,43480
124,-3,9,-8,1,48399
125,-4,9,-6,0,23781
125,-4,9,-7,0,25628
125,-4,9,-8,0,26700
125,-4,9,-8,1,30336
125,-4,9,-7,2,36170
125,-4,9,-8,2,37185
125,-3,9,-8,0,43922
125,-3,9,-8,2,72136
126,-4,9,-7,0,27978
126,-4,9,-8,0,32101
126,-4,10,-8,1,33523
126,-4,9,-8,1,35197
126,-4,9,-7,2,37457
126,-4,9,-8,2,39319
126,-3,9,-8,0,46039
126,-3,9,-8,2,78113
127,-4,10,-7,0,27252
127,-4,9,-8,0,29080
127,-4,10,-8,0,29518
127,-4,9,-8,1,34128
127,-4,9,-7,0,34099
127,-4,9,-8,2,38658
127,-4,9,-7,2,39604
127,-3,9,-8,0,48870
128,-4,9,-6,0,24998
128,-4,9,-8,0,30511
128,-4,9,-7,0,32439
128,-4,9,-7,1,32664
128,-4,9,-8,1,34167
128,-4,10,-8,1,33731
128,-4,9,-7,2,36694
128,-4,9,-8,2,38466
129,-4,9,-7,0,27407
129,-4,10,-7,0,27208
129,-4,9,-8,0,29818
129,-4,9,-7,1,32416
129,-4,9,-8,1,34996
129,-4,9,-8,2,37922
129,-4,9,-7,2,37229
129,-3,9,-8,0,47658
130,-4,9,-7,0,27039
130,-4,9,-8,0,30430
130,-4,9,-8,1,32601
130,-4,9,-7,1,34661
130,-4,9,-8,2,38411
130,-3,9,-8,0,48318
130,-3,9,-8,1,60685
130,-3,9,-8,2,76957
131,-4,9,-7,0,29594
131,-4,9,-8,0,30491
131,-4,10,-8,0,30243
131,-4,10,-8,1,34382
131,-4,9,-8,1,35333
131,-4,9,-7,2,38663
131,-4,9,-8,2,40845
131,-3,9,-7,0,48235
132,-4,9,-7,0,28546
132,-4,9,-8,0,30262
132,-4,10,-8,0,32894
132,-4,9,-8,1,35850
132,-4,9,-7,1,36067
132,-4,9,-7,2,39582
132,-4,9,-8,2,40359
132,-3,9,-7,0,47829
133,-4,9,-8,0,23245
133,-4,9,-7,0,31621
133,-4,9,-8,1,36192
133,-4,10,-8,2,41461
133,-4,9,-8,2,42010
133,-3,9,-7,0,44826
133,-3,9,-8,1,61879
133,-3,9,-8,2,75437
134,-4,9,-6,0,26619
134,-4,9,-8,0,30044
134,-4,9,-7,0,31595
134,-4,9,-8,1,33693
134,-4,9,-7,1,34542
134,-4,9,-8,2,38140
134,-4,9,-7,2,39426
134,-4,10,-8,2,39481
135,-4,9,-8,0,30268
135,-4,10,-8,0,30057
135,-4,9,-7,0,33574
135,-4,9,-8,1,35938
135,-4,9,-8,2,40507
135,-3,9,-7,0,47080
135,-3,9,-8,1,62638
135,-3,9,-8,2,77431
136,-4,9,-7,0,25452
136,-4,10,-8,0,30055
136,-4,9,-8,0,31413
136,-4,9,-8,1,33991
136,-4,9,-7,1,35349
136,-4,9,-8,2,39753
136,-4,10,-8,1,42456
136,-3,9,-8,2,91700
137,-4,9,-7,0,30527
137,-4,9,-8,0,32462
137,-4,9,-7,1,37301
137,-4,9,-8,1,39263
137,-4,9,-8,2,41736
137,-4,10,-8,1,41953
137,-4,10,-8,2,46190
137,-3,9,-7,0,49264
138,-4,9,-7,0,32016
138,-4,9,-8,0,33283
138,-4,9,-8,1,37537
138,-4,9,-7,1,37129
138,-4,9,-8,2,45080
138,-3,9,-8,0,52409
138,-3,9,-8,1,65823
138,-3,9,-8,2,86035
139,-4,10,-8,0,32387
139,-4,9,-8,0,33004
139,-4,9,-8,1,43186
139,-3,9,-8,0,54716
139,-3,9,-8,1,74573
139,-2,9,-8,0,90580
139,-3,9,-8,2,95723
139,-2,9,-8,1,135557
140,-4,9,-8,2,58862
140,-3,9,-7,0,69690
140,-3,9,-8,0,76399
140,-3,9,-7,1,83623
140,-3,9,-8,1,92140
140,-3,9,-8,2,108594
140,-2,9,-8,0,116378
140,-2,9,-8,1,150957
141,-3,9,-7,0,86000
141,-3,9,-8,0,90105
141,-3,9,-7,1,107956
141,-3,9,-7,2,136936
141,-3,9,-8,2,144497
141,-2,9,-8,0,150850
141,-2,9,-7,0,154794
141,-2,9,-8,1,196935
142,-3,9,-7,0,112447
142,-3,9,-8,1,155098
142,-3,9,-7,1,155066
142,-3,9,-8,2,190011
142,-3,9,-7,2,192166
142,-2,9,-7,1,280406
142,-2,9,-8,1,280725
142,-2,9,-8,2,376172
143,-3,9,-8,0,97575
143,-3,9,-8,1,127433
143,-3,10,-8,1,134273
143,-3,9,-8,2,150733
143,-2,9,-8,0,175196
143,-2,9,-8,1,222791
143,-2,9,-8,2,292883
143,-1,9,-8,2,858069
144,-3,9,-7,0,74096
144,-3,9,-8,0,78083
144,-3,10,-8,1,92303
144,-3,11,-8,1,97764
144,-3,9,-8,1,99330
144,-2,9,-8,0,119460
144,-2,9,-8,1,150463
144,-2,10,-8,1,164879
145,-3,10,-7,0,67065
145,-3,9,-8,0,69037
145,-3,10,-8,0,69819
145,-3,9,-7,1,77951
145,-3,9,-8,1,80077
145,-2,9,-8,1,125551
145,-2,10,-8,1,140255
145,-2,10,-8,2,191854
146,-4,9,-8,0,32707
146,-3,9,-8,0,57414
146,-3,10,-8,0,60050
146,-3,9,-8,1,70553
146,-3,9,-7,1,73771
146,-3,9,-7,2,84576
146,-2,9,-7,1,107469
146,-2,9,-8,1,115860
147,-3,9,-8,1,71574
147,-3,9,-7,1,71875
147,-3,9,-7,2,85577
147,-3,9,-8,2,86142
147,-2,9,-8,0,94678
147,-2,9,-7,1,112593
147,-2,9,-8,1,113071
147,-2,10,-7,1,116295
148,-4,9,-8,1,34254
148,-3,9,-8,1,62934
148,-2,9,-6,1,87392
148,-2,9,-8,1,97396
148,-2,10,-7,1,102072
148,-2,9,-7,1,103382
148,-2,10,-8,1,108042
148,-1,10,-7,1,189945
149,-2,9,-6,1,102120
149,-2,9,-7,1,108790
149,-2,10,-8,1,116406
149,-2,11,-8,1,121291
149,-2,9,-7,2,131016
149,-1,9,-7,1,169041
149,-1,9,-6,1,170071
149,-1,10,-7,1,181336
150,-3,9,-7,1,53273
150,-3,10,-8,1,56523
150,-2,9,-7,0,68298
150,-2,9,-7,1,79326
150,-2,10,-8,1,94879
150,-2,9,-7,2,97947
150,-2,10,-7,2,110717
150,-1,9,-7,1,137244
151,-4,9,-7,1,27074
151,-3,10,-7,1,46422
151,-3,9,-7,1,48191
151,-3,10,-8,1,50855
151,-2,9,-6,1,67597
151,-2,9,-7,1,70385
151,-2,11,-8,1,73790
151,-2,10,-8,1,78199
152,-4,9,-7,1,26763
152,-4,9,-6,1,27189
152,-3,10,-7,1,41873
152,-3,9,-7,1,43947
152,-3,10,-8,1,48184
152,-3,9,-7,2,56849
152,-2,10,-8,1,76478
152,-1,10,-8,1,128706
153,-4,10,-7,1,26160
153,-4,9,-7,1,27019
153,-3,9,-6,1,41484
153,-3,9,-7,1,44260
153,-3,9,-6,2,46330
153,-3,10,-8,1,49121
153,-3,9,-7,2,52753
153,-2,10,-8,1,75120
154,-4,9,-7,1,26874
154,-4,9,-6,1,26976
154,-3,9,-7,1,41398
154,-3,9,-6,1,41209
154,-3,11,-8,1,41213
154,-3,9,-7,2,49434
154,-3,10,-8,1,45896
154,-3,9,-8,2,50872
155,-4,9,-7,1,26196
155,-4,9,-7,2,30299
155,-3,9,-6,0,37952
155,-3,9,-7,1,44797
155,-3,9,-6,1,42377
155,-3,9,-8,1,48487
155,-3,9,-8,2,50043
155,-3,9,-7,2,52582
156,-4,9,-7,1,27913
156,-4,9,-8,1,30358
156,-4,9,-7,2,34796
156,-3,9,-6,0,41525
156,-3,9,-6,1,42513
156,-3,9,-7,1,43978
156,-3,9,-8,1,45887
156,-3,9,-7,2,51223
157,-4,9,-7,1,24625
157,-4,9,-8,0,26725
157,-4,9,-7,0,27223
157,-4,9,-8,1,29095
157,-4,9,-7,2,29921
157,-4,9,-8,2,32103
157,-3,9,-6,0,34347
157,-3,9,-6,2,49276
158,-4,9,-8,0,26533
158,-4,9,-8,1,29427
158,-4,9,-7,1,29914
158,-4,10,-7,2,32316
158,-4,9,-7,2,32624
158,-4,9,-8,2,33826
158,-3,9,-8,1,42603
158,-3,9,-8,2,52007
159,-4,9,-8,0,26886
159,-4,10,-8,0,27584
159,-4,9,-7,1,28086
159,-4,9,-7,0,29484
159,-4,9,-8,1,30183
159,-4,10,-8,2,32641
159,-4,9,-8,2,34270
159,-3,9,-8,2,48238
160,-4,9,-7,0,25749
160,-4,9,-8,0,26580
160,-4,10,-8,0,28574
160,-4,9,-8,1,30393
160,-4,9,-7,1,30570
160,-4,9,-7,2,31611
160,-4,9,-8,2,35166
160,-4,10,-8,2,35518
161,-4,9,-7,0,24760
161,-4,9,-8,0,26725
161,-4,9,-8,1,28320
161,-4,9,-8,2,35832
161,-3,9,-8,0,39559
161,-3,9,-7,0,37145
161,-3,9,-8,1,43923
161,-3,9,-8,2,49826
162,-4,9,-7,0,26349
162,-4,9,-8,0,27161
162,-4,10,-8,0,27282
162,-4,9,-8,1,30496
162,-4,9,-7,1,30543
162,-4,10,-8,2,33413
162,-4,9,-8,2,37241
162,-3,9,-8,0,38721
163,-4,9,-8,0,27319
163,-4,9,-7,0,27683
163,-4,10,-8,0,27620
163,-4,9,-8,1,30331
163,-4,10,-8,2,33542
163,-4,9,-7,2,34558
163,-4,9,-8,2,37816
163,-3,9,-8,2,51392
164,-4,9,-7,0,25721
164,-4,9,-8,0,26755
164,-4,9,-8,1,30686
164,-4,9,-7,2,32856
164,-4,9,-8,2,36199
164,-3,9,-8,0,40879
164,-3,9,-8,1,44112
164,-3,9,-7,2,52420
165,-4,9,-8,0,27346
165,-4,10,-8,0,27293
165,-3,9,-8,1,43060
165,-3,9,-7,1,43036
165,-3,9,-8,0,44909
165,-3,10,-8,0,43776
165,-3,9,-8,2,53784
165,-3,9,-7,2,57651
166,-4,9,-8,0,26862
166,-4,9,-7,0,27923
166,-4,9,-8,1,32140
166,-3,9,-8,0,37875
166,-3,9,-8,1,41867
166,-3,10,-8,1,43188
166,-3,9,-8,2,52568
166,-3,10,-8,2,56645
167,-4,9,-8,0,26507
167,-4,10,-8,0,26527
167,-4,9,-8,1,32085
167,-3,9,-8,0,40189
167,-3,10,-8,0,40869
167,-3,9,-8,1,46668
167,-3,9,-7,2,50228
167,-3,9,-8,2,50729
168,-4,9,-8,0,27976
168,-4,9,-7,0,30079
168,-4,9,-8,2,35059
168,-3,9,-8,0,40446
168,-3,9,-8,1,46472
168,-3,9,-7,1,47543
168,-3,9,-8,2,53198
168,-2,9,-8,2,89350
169,-3,9,-7,0,44547
169,-3,9,-8,1,49961
169,-3,9,-8,0,52172
169,-3,9,-8,2,63840
169,-2,9,-8,0,63907
169,-2,9,-8,1,78112
169,-2,9,-8,2,95019
169,-1,9,-8,2,170247
170,-3,9,-8,0,46522
170,-2,9,-8,0,70139
170,-2,10,-8,0,77373
170,-2,9,-8,1,88664
170,-2,9,-8,2,104761
170,-1,9,-8,1,140439
170,-1,9,-7,2,162385
170,-1,9,-8,2,165330
171,-3,9,-8,2,65597
171,-2,9,-8,0,74483
171,-2,10,-7,0,75489
171,-2,9,-7,0,76564
171,-2,10,-8,0,77461
171,-2,9,-8,2,100627
171,-1,9,-8,2,175327
171,-1,10,-8,2,181339
172,-3,10,-8,0,47515
172,-3,9,-8,2,62651
172,-2,9,-8,0,72063
172,-2,10,-8,0,73197
172,-2,9,-8,2,95698
172,-1,9,-8,0,98765
172,-1,9,-8,1,135040
172,-1,9,-8,2,174766
173,-2,9,-7,0,67288
173,-2,10,-7,0,67331
173,-2,9,-8,0,71449
173,-2,10,-8,0,77137
173,-2,9,-8,1,81190
173,-1,9,-8,0,99511
173,-1,10,-8,0,110764
173,-1,9,-8,1,125478
174,-3,9,-8,0,48299
174,-2,10,-7,0,66135
174,-2,9,-8,0,69551
174,-2,10,-8,0,71635
174,-2,10,-8,1,79380
174,-1,9,-8,0,98415
174,-1,10,-7,0,99792
174,-1,10,-8,0,105558
175,-2,9,-7,0,68851
175,-2,9,-8,0,70096
175,-2,10,-8,0,76376
175,-2,10,-7,1,78535
175,-2,10,-8,1,80132
175,-1,9,-8,0,99291
175,-1,10,-8,0,108944
175,-1,10,-8,1,136322
176,-2,9,-8,0,72798
176,-2,10,-8,0,75713
176,-2,11,-8,0,79922
176,-2,9,-8,2,97810
176,-1,9,-8,0,105344
176,-1,11,-8,0,116801
176,-1,10,-8,0,116930
176,-1,9,-8,1,123734
177,-2,10,-7,0,66097
177,-2,9,-8,0,69533
177,-2,10,-8,0,71648
177,-2,11,-8,0,73680
177,-1,9,-8,0,96450
177,-1,9,-7,0,99584
177,-1,10,-7,0,104278
177,-1,10,-8,0,109656
178,-2,9,-7,0,70007
178,-2,9,-8,0,71401
178,-2,10,-8,0,74075
178,-1,9,-8,0,102641
178,-2,10,-8,2,107826
178,-1,10,-8,0,109743
178,-1,11,-8,0,115898
178,-1,9,-8,2,158610
179,-3,10,-8,0,43300
179,-2,9,-8,0,66849
179,-2,10,-8,0,69653
179,-2,9,-8,1,75560
179,-1,9,-8,0,96691
179,-1,10,-8,0,103337
179,-1,11,-8,0,112343
179,-1,9,-8,2,151349
180,-2,9,-8,0,68341
180,-2,10,-8,0,72380
180,-2,10,-8,1,85417
180,-1,9,-8,0,95132
180,-1,10,-7,0,102473
180,-1,10,-8,0,116379
180,-1,11,-8,0,119581
180,-1,9,-8,2,157507
181,-3,9,-8,0,41146
181,-2,9,-8,0,59239
181,-2,10,-8,0,68667
181,-2,9,-8,2,91063
181,-1,9,-8,0,90844
181,-2,10,-8,2,99229
181,-1,10,-8,0,109610
181,-1,11,-8,0,112117
182,-3,10,-8,2,62579
182,-2,10,-8,0,68808
182,-2,10,-8,1,89057
182,-2,10,-8,2,106839
182,-1,11,-8,0,109266
182,-1,10,-8,0,111269
182,-1,12,-8,0,125823
182,-1,10,-8,1,132974
183,-2,9,-8,0,66083
183,-2,10,-8,0,68596
183,-2,10,-8,1,81852
183,-2,10,-8,2,98862
183,-2,10,-7,2,101908
183,-1,10,-8,0,108933
183,-1,11,-8,0,113264
183,-1,11,-8,1,143212
184,-1,10,-8,0,67126
184,-2,10,-8,0,68041
184,-1,11,-8,0,70501
184,-2,10,-8,1,84121
184,-2,11,-8,1,86204
184,-1,11,-8,2,93388
184,-1,10,-8,2,98379
184,-2,10,-8,2,104520
185,-2,11,-8,0,71077
185,-2,10,-8,0,71252
185,-2,10,-8,1,77480
185,-2,9,-8,1,79099
185,-2,10,-8,2,95469
185,-1,10,-8,0,101872
185,-1,11,-8,0,108750
185,-1,10,-8,1,129532
186,-3,11,-8,0,37943
186,-2,10,-8,0,53500
186,-2,11,-8,0,67306
186,-2,10,-8,1,76931
186,-1,10,-8,0,92720
186,-1,12,-8,0,102977
186,-1,11,-8,0,103407
186,-1,10,-8,1,121459
187,-2,10,-8,0,62966
187,-2,11,-8,0,71127
187,-2,10,-8,1,77153
187,-2,9,-8,1,78148
187,-2,11,-8,1,81358
187,-1,10,-8,0,96132
187,-1,11,-7,0,99763
187,-1,11,-8,0,107379
188,-2,10,-8,1,71285
188,-2,9,-8,1,72106
188,-2,10,-7,1,73604
188,-2,11,-8,1,74943
188,-1,10,-8,0,95185
188,-1,9,-8,1,110367
188,-1,11,-8,1,125747
188,-1,10,-8,2,150029
189,-3,11,-8,1,42144
189,-2,9,-8,1,71136
189,-2,10,-8,1,73765
189,-2,11,-8,1,76616
189,-1,9,-8,0,88066
189,-1,10,-8,0,92345
189,-1,10,-7,0,94142
189,-1,9,-8,1,108070
190,-3,11,-8,0,37263
190,-3,10,-8,1,42446
190,-3,11,-8,1,43053
190,-2,9,-7,1,60131
190,-2,9,-8,1,66914
190,-1,9,-8,0,73058
190,-1,9,-8,1,94149
190,-1,9,-7,1,102922
191,-4,11,-8,0,21895
191,-3,11,-8,0,34241
191,-3,11,-7,0,34438
191,-3,9,-8,1,41904
191,-2,9,-8,1,56534
191,-1,9,-8,0,68954
191,-1,9,-8,1,86178
191,-1,9,-8,2,117299
192,-4,11,-8,0,21573
192,-4,12,-8,0,27095
192,-3,11,-8,0,32537
192,-3,9,-8,2,40004
192,-3,9,-8,1,40741
192,-2,9,-8,1,55970
192,-1,9,-7,1,84122
192,-1,9,-8,1,85969
193,-4,11,-7,0,19574
193,-4,11,-8,0,21158
193,-4,12,-8,0,21054
193,-3,10,-8,1,36554
193,-3,9,-8,1,38973
193,-2,9,-8,1,51762
193,-1,9,-8,1,82334
193,-1,9,-8,2,111461
194,-4,11,-7,0,21130
194,-4,11,-8,0,21435
194,-4,11,-7,1,22326
194,-4,9,-8,1,25502
194,-3,11,-8,0,30586
194,-3,9,-8,1,33535
194,-2,9,-8,1,48835
194,-2,9,-8,2,63990
195,-4,11,-6,0,17627
195,-4,11,-7,0,18569
195,-4,9,-7,1,20876
195,-4,10,-7,1,21248
195,-4,11,-7,1,21029
195,-4,11,-8,0,22061
195,-4,9,-8,2,24890
195,-4,9,-8,1,25420
196,-4,9,-7,0,18142
196,-4,10,-8,0,19025
196,-4,9,-7,1,21792
196,-4,9,-8,1,23071
196,-4,11,-8,0,23007
196,-4,9,-8,2,24761
196,-4,11,-8,2,25208
196,-3,9,-8,2,36111
197,-4,10,-8,0,20135
197,-4,10,-8,1,22527
197,-4,9,-7,1,23669
197,-4,9,-8,1,25095
197,-4,10,-8,2,25168
197,-4,9,-8,2,25786
197,-3,9,-7,1,31695
197,-3,9,-8,1,32430
198,-4,9,-8,0,19496
198,-4,10,-8,0,19265
198,-4,9,-7,1,21145
198,-4,9,-8,1,23658
198,-4,9,-8,2,23687
198,-4,10,-8,2,25155
198,-4,9,-7,2,22652
198,-3,10,-8,0,27055
199,-4,9,-7,0,18647
199,-4,10,-8,0,19399
199,-4,9,-8,0,20529
199,-4,9,-7,1,20817
199,-4,10,-7,1,20726
199,-4,9,-8,1,22665
199,-4,9,-8,2,25902
199,-3,9,-8,2,37574
200,-4,9,-8,0,19397
200,-4,9,-7,0,19959
200,-4,9,-7,1,20828
200,-4,9,-8,1,23144
200,-4,9,-8,2,25583
200,-3,9,-7,0,27439
200,-3,9,-8,1,32256
200,-3,9,-8,2,38581
201,-4,9,-8,0,21838
201,-4,9,-7,1,22215
